연도,시간,위도,경도,진앙,규모,place
2007-11-16,오전 3:13:00,-2.312,-77.838,122.9,6.8,Peru-Ecuador border region
2007-11-15,오후 3:05:58,-22.925,-70.237,26,6.8,"Antofagasta, Chile"
2007-11-15,오후 3:03:08,-22.867,-70.407,27,6.3,"near the coast of Antofagasta, Chile"
2007-11-14,오후 3:40:50,-22.247,-69.89,40,7.7,"Antofagasta, Chile"
2007-11-10,오전 1:13:29,-51.777,161.318,10,6.6,north of Macquarie Island
2007-11-02,오후 10:31:43,-55.466,-128.966,10,6.1,Pacific-Antarctic Ridge
2007-10-31,오후 1:44:19,51.418,-178.38,28,6,"Andreanof Islands, Aleutian Islands, Alaska"
2007-10-31,오전 3:30:15,18.9,145.388,207,7.2,"Pagan region, Northern Mariana Islands"
2007-10-25,오후 1:50:04,46.011,154.231,20,6.1,east of the Kuril Islands
2007-10-24,오후 9:02:50,-3.899,101.02,21,6.8,"southern Sumatra, Indonesia"
2007-10-21,오전 10:24:52,-6.31,154.77,46.3,6,"Bougainville region, Papua New Guinea"
2007-10-16,오후 9:05:43,-25.775,179.53,509.3,6.6,south of the Fiji Islands
2007-10-15,오후 9:28:23,-44.793,167.458,19,6.1,South Island of New Zealand
2007-10-15,오후 12:29:34,-44.796,167.553,18,6.8,South Island of New Zealand
2007-10-13,오후 5:45:53,-21.23,169.195,37,6.1,southeast of the Loyalty Islands
2007-10-09,오후 3:03:41,-4.808,152.892,39,6,"New Britain region, Papua New Guinea"
2007-10-06,오후 12:38:49,18.73,147.148,20,6.1,Mariana Islands region
2007-10-05,오전 7:17:52,-25.189,179.459,509.4,6.5,south of the Fiji Islands
2007-10-04,오후 12:40:31,2.543,92.903,35,6.2,off the west coast of northern Sumatra
2007-10-02,오후 6:00:06,54.511,-161.708,32,6.3,Alaska Peninsula
2007-09-30,오전 9:47:51,-49.2,163.69,18,6.6,"Auckland Islands, New Zealand region"
2007-09-30,오전 5:23:34,-49.29,164.09,10,7.4,"Auckland Islands, New Zealand region"
2007-09-30,오전 2:08:29,10.46,145.71,14,7,south of the Mariana Islands
2007-09-29,오전 5:37:06,2.91,95.51,29.3,6,"Simeulue, Indonesia"
2007-09-28,오후 1:38:59,21.96,142.7,277.5,7.5,Mariana Islands region
2007-09-28,오전 1:35:51,-21.18,169.47,10,6.3,southeast of the Loyalty Islands
2007-09-28,오전 1:01:48,-21.24,169.43,10,6.3,southeast of the Loyalty Islands
2007-09-27,오후 7:57:49,-21.22,169.37,49.1,6.1,southeast of the Loyalty Islands
2007-09-26,오후 3:43:02,-1.78,99.46,35,6.1,"Kepulauan Mentawai region, Indonesia"
2007-09-26,오후 12:36:26,-5.01,153.48,35,6.8,"New Ireland region, Papua New Guinea"
2007-09-25,오전 5:16:01,-30.965,179.998,416.7,6.2,Kermadec Islands region
2007-09-25,오전 5:16:00,-30.93,-179.99,412.6,6.2,Kermadec Islands region
2007-09-20,오전 8:31:14,-2.01,100.14,29.5,6.7,"Kepulauan Mentawai region, Indonesia"
2007-09-19,오전 7:27:50,-2.73,100.9,35.9,6,"Kepulauan Mentawai region, Indonesia"
2007-09-14,오전 6:01:33,-4.09,101.14,29.2,6.4,"southern Sumatra, Indonesia"
2007-09-13,오후 8:06:38,-57.52,-147.27,10,6,Pacific-Antarctic Ridge
2007-09-13,오후 4:09:16,-3.2,101.47,49,6,"southern Sumatra, Indonesia"
2007-09-13,오전 9:48:46,3.77,126.32,35,6.3,"Kepulauan Talaud, Indonesia"
2007-09-13,오전 3:35:29,-2.15,99.61,27,7,"Kepulauan Mentawai region, Indonesia"
2007-09-13,오전 2:30:04,-1.66,99.63,34.3,6.5,"Kepulauan Mentawai region, Indonesia"
2007-09-12,오후 11:49:03,-2.66,100.83,37.3,7.9,"Kepulauan Mentawai region, Indonesia"
2007-09-12,오전 11:10:26,-4.44,101.37,34,8.5,"southern Sumatra, Indonesia"
2007-09-10,오전 1:49:13,2.96,-77.95,31,6.8,near the west coast of Colombia
2007-09-06,오후 5:51:26,24.35,122.22,53,6.2,Taiwan region
2007-09-03,오후 4:14:53,45.83,150.08,94,6.2,Kuril Islands
2007-09-02,오전 2:35:23,-11.766,165.699,36.7,6.3,Santa Cruz Islands
2007-09-02,오전 2:34:12,-11.83,165.81,35,6.3,Santa Cruz Islands
2007-09-02,오전 1:05:18,-11.62,165.84,35,7.2,Santa Cruz Islands
2007-09-01,오후 7:14:23,24.96,-109.7,10,6.1,Gulf of California
2007-08-26,오후 12:37:30,-17.42,-174.32,127.4,6,Tonga
2007-08-20,오후 10:42:28,8.01,-39.26,10,6.5,central Mid-Atlantic Ridge
2007-08-20,오후 1:46:17,6.15,127.4,8,6.4,Philippine Islands region
2007-08-18,오전 2:52:35,-13.81,-76.29,30,6,near the coast of central Peru
2007-08-17,오전 3:04:02,-5.3,129.4,10,6.4,Banda Sea
2007-08-16,오전 11:35:41,-14.286,-76.214,35,6,near the coast of central Peru
2007-08-16,오전 11:35:30,-14.38,-76.15,35,6,near the coast of central Peru
2007-08-16,오전 8:39:27,-9.83,159.49,10,6.5,Solomon Islands
2007-08-16,오전 5:16:56,-14.28,-76.15,23.4,6.4,near the coast of central Peru
2007-08-15,오후 11:40:57,-13.38,-76.61,39,8,near the coast of central Peru
2007-08-15,오후 8:22:10,50.28,-177.52,9,6.5,"Andreanof Islands, Aleutian Islands, Alaska"
2007-08-13,오전 10:27:23,-60.52,153.83,10,6.1,west of Macquarie Island
2007-08-12,오후 12:05:19,-11.38,166.3,42,6,Santa Cruz Islands
2007-08-08,오후 5:05:04,-5.859,107.419,280,7.5,"Java, Indonesia"
2007-08-08,오후 5:04:57,-5.91,107.67,290,7.5,"Java, Indonesia"
2007-08-07,오전 12:02:24,27.29,126.86,18.1,6,"northwest of the Ryukyu Islands, Japan"
2007-08-04,오후 2:24:51,-4.8,-105.5,10,6.1,central East Pacific Rise
2007-08-02,오전 3:21:42,51.26,-179.94,21,6.7,"Andreanof Islands, Aleutian Islands, Alaska"
2007-08-02,오전 2:37:42,47.11,141.81,5,6.2,"Tatar Strait, Russia"
2007-08-01,오후 5:08:51,-15.62,167.71,120,7.2,Vanuatu
2007-07-31,오후 10:55:31,-0.16,-17.79,11,6.2,north of Ascension Island
2007-07-27,오후 2:46:26,-21.48,171.03,10,6.1,southeast of the Loyalty Islands
2007-07-26,오전 5:40:16,2.82,127.46,25,6.9,Molucca Sea
2007-07-25,오후 11:37:30,7.16,92.51,10.3,6,"Nicobar Islands, India region"
2007-07-21,오후 3:34:52,-22.22,-65.83,289.5,6.4,"Jujuy, Argentina"
2007-07-21,오후 1:27:04,-8.09,-71.28,644.9,6,"Acre, Brazil"
2007-07-18,오전 12:07:35,-26.27,-177.68,10,6.1,south of the Fiji Islands
2007-07-17,오전 9:39:27,-26.21,-177.67,10,6.1,south of the Fiji Islands
2007-07-16,오후 2:17:37,36.8,134.86,350.4,6.8,Sea of Japan
2007-07-16,오전 1:13:22,37.52,138.46,12,6.6,"near the west coast of Honshu, Japan"
2007-07-15,오후 1:08:00,52.46,-168.01,10,6.1,"Fox Islands, Aleutian Islands, Alaska"
2007-07-15,오전 9:27:34,-15.44,168.67,8,6.1,Vanuatu
2007-07-13,오후 9:54:42,51.8,-176.25,35,6,"Andreanof Islands, Aleutian Islands, Alaska"
2007-07-12,오전 5:23:49,-7.93,-74.37,152.1,6,northern Peru
2007-07-06,오전 1:09:18,16.49,-93.63,113,6,"Chiapas, Mexico"
2007-07-03,오전 8:26:00,0.7,-30.25,10,6.3,central Mid-Atlantic Ridge
2007-06-28,오전 2:52:09,-7.97,154.65,10,6.7,"Bougainville region, Papua New Guinea"
2007-06-26,오후 10:23:02,-10.53,108.15,5,6,"south of Java, Indonesia"
2007-06-24,오전 12:25:18,-55.64,-2.63,10,6.5,southern Mid-Atlantic Ridge
2007-06-18,오전 6:18:48,-3.57,151,25.7,6.3,"New Ireland region, Papua New Guinea"
2007-06-13,오후 7:29:40,13.56,-90.66,23,6.7,offshore Guatemala
2007-06-07,오전 12:40:38,-3.3,146.74,4.7,6.2,Bismarck Sea
2007-06-02,오후 9:34:57,23.02,101.01,5,6.1,"Yunnan, China"
2007-05-30,오후 8:22:12,52.13,157.29,116,6.4,"Kamchatka Peninsula, Russia"
2007-05-29,오전 9:36:05,-1.08,127.33,24,6,"Kepulauan Obi, Indonesia"
2007-05-29,오전 1:03:27,-4.61,151.88,132.5,6.1,"New Britain region, Papua New Guinea"
2007-05-17,오후 7:29:10,-30.7,-178.05,40.7,6,"Kermadec Islands, New Zealand"
2007-05-16,오전 8:56:16,20.47,100.69,23.8,6.3,Laos
2007-05-07,오전 11:15:15,-44.95,-80.58,10,6,"off the coast of Aisen, Chile"
2007-05-06,오후 10:01:08,-19.41,-179.24,688,6,Fiji region
2007-05-06,오후 9:11:52,-19.41,-179.27,676.4,6.5,Fiji region
2007-05-05,오전 8:51:39,34.26,81.99,9,6.1,western Xizang
2007-05-04,오후 12:06:52,-1.39,-14.92,10,6.2,north of Ascension Island
2007-04-29,오후 12:41:57,51.97,-179.94,117,6.2,"Andreanof Islands, Aleutian Islands, Alaska"
2007-04-28,오후 2:02:38,-60.77,-20.22,10,6,east of the South Sandwich Islands
2007-04-25,오후 1:34:14,-14.28,166.87,55,6.4,Vanuatu
2007-04-21,오후 5:53:46,-45.24,-72.67,36.7,6.2,"Aisen, Chile"
2007-04-21,오후 5:20:32,-13.84,166.81,40.7,6,Vanuatu
2007-04-21,오전 7:12:47,-3.56,151.32,407.4,6.1,"New Ireland region, Papua New Guinea"
2007-04-20,오전 2:23:33,25.62,125.03,11.1,6,"southwestern Ryukyu Islands, Japan"
2007-04-20,오전 1:45:56,25.71,125.1,9,6.3,"southwestern Ryukyu Islands, Japan"
2007-04-20,오전 12:26:40,25.71,125.08,10,6.1,"southwestern Ryukyu Islands, Japan"
2007-04-16,오후 1:20:38,-58.03,147.96,10,6.4,west of Macquarie Island
2007-04-13,오후 6:24:19,-35,-108.86,10,6.1,southern East Pacific Rise
2007-04-13,오전 5:42:22,17.27,-100.23,34,6,"Guerrero, Mexico"
2007-04-12,오후 6:24:49,-61.81,161.03,10,6,Balleny Islands region
2007-04-07,오전 9:51:51,2.91,95.67,26.9,6.1,"Simeulue, Indonesia"
2007-04-07,오전 7:09:25,37.28,-24.49,8,6,Azores Islands region
2007-04-05,오전 3:56:50,37.32,-24.61,14,6.3,Azores Islands region
2007-04-04,오전 11:02:29,-20.688,169.056,10,6.5,Vanuatu
2007-04-04,오전 11:00:27,-20.72,168.89,10,6.2,"Loyalty Islands, New Caledonia"
2007-04-04,오전 6:34:37,-7.78,156.53,31.2,6.4,Solomon Islands
2007-04-03,오후 8:26:09,-20.66,169.03,12,6.2,Vanuatu
2007-04-03,오후 12:04:27,-7.86,155.84,8,6,Solomon Islands
2007-04-03,오전 3:35:07,36.39,70.64,222.1,6.2,"Hindu Kush region, Afghanistan"
2007-04-02,오후 11:20:23,-8.62,157.45,18,6.2,Solomon Islands
2007-04-02,오후 12:02:23,-8.7,157.64,14,6.2,Solomon Islands
2007-04-02,오전 10:49:17,-7.27,156.25,34,6,Solomon Islands
2007-04-02,오전 2:49:36,-45.37,-72.93,4.9,6.1,"Aisen, Chile"
2007-04-01,오후 9:15:22,-7.303,155.682,10,6,Solomon Islands
2007-04-01,오후 9:11:33,-7.33,155.79,10,6.9,Solomon Islands
2007-04-01,오후 8:47:31,-7.169,155.777,10,6.6,Solomon Islands
2007-04-01,오후 8:46:19,-9.505,156.934,24.3,6.1,Solomon Islands
2007-04-01,오후 8:39:56,-8.43,157.06,10,8.1,Solomon Islands
2007-03-31,오후 12:49:03,-56.02,-123.22,10,6.2,southern East Pacific Rise
2007-03-25,오전 1:08:19,-20.76,169.43,35,6.9,Vanuatu
2007-03-25,오전 12:41:57,37.34,136.54,8,6.7,"near the west coast of Honshu, Japan"
2007-03-25,오전 12:40:01,-20.62,169.41,34,7.1,Vanuatu
2007-03-18,오전 2:11:05,4.59,-78.49,8,6.2,south of Panama
2007-03-17,오후 10:43:09,4.54,-78.53,10,6,south of Panama
2007-03-17,오후 5:42:26,1.14,126.2,35,6.2,Molucca Sea
2007-03-09,오전 3:22:42,43.21,133.52,441.2,6,"Primor'ye, Russia"
2007-03-08,오전 11:14:31,-58.15,-7.72,10,6.2,east of the South Sandwich Islands
2007-03-08,오전 5:03:32,29.89,140.24,139.6,6.1,"Izu Islands, Japan region"
2007-03-06,오전 5:49:27,-0.5,100.52,24.1,6.3,"southern Sumatra, Indonesia"
2007-03-06,오전 3:49:39,-0.48,100.47,19.3,6.4,"southern Sumatra, Indonesia"
2007-03-01,오후 11:11:51,26.56,-44.6,10,6,northern Mid-Atlantic Ridge
2007-02-28,오후 11:13:15,-55.23,-29.11,10,6.1,South Sandwich Islands region
2007-02-24,오전 2:36:23,-7.03,-80.49,23,6.3,off the coast of northern Peru
2007-02-20,오후 2:25:26,-1.03,126.94,11,6,"Kepulauan Sula, Indonesia"
2007-02-20,오전 8:04:25,-1.03,126.97,12,6.7,"Kepulauan Sula, Indonesia"
2007-02-17,오전 12:02:56,41.82,143.55,31,6,"Hokkaido, Japan region"
2007-02-12,오후 12:45:31,5.56,126.14,24,6.1,"Mindanao, Philippines"
2007-02-12,오전 10:35:22,35.78,-10.28,20,6,Azores-Cape St. Vincent Ridge
2007-02-04,오후 9:17:46,-55.82,-122.78,10,6.2,southern East Pacific Rise
2007-02-04,오후 8:56:58,19.32,-78.52,10,6.2,Cuba region
2007-01-31,오전 3:15:52,-29.8,-177.84,34,6.5,"Kermadec Islands, New Zealand"
2007-01-30,오후 9:37:44,20.96,144.82,20,6.6,"Maug Islands region, Northern Mariana Islands"
2007-01-30,오전 4:54:50,-54.8,146.38,11,6.8,west of Macquarie Island
2007-01-25,오전 10:59:17,22.54,121.94,36.2,6,Taiwan region
2007-01-21,오후 5:32:55,1.05,126.3,23,6.2,Molucca Sea
2007-01-21,오전 11:27:44,1.12,126.34,22,7.5,Molucca Sea
2007-01-20,오전 6:21:04,-55.28,-29.53,10,6.2,South Sandwich Islands region
2007-01-17,오후 11:18:49,10.1,58.67,8,6.2,Carlsberg Ridge
2007-01-17,오전 4:28:26,-3.31,139.85,100.8,6,"Papua, Indonesia"
2007-01-13,오후 5:37:06,46.88,156.28,10,6,east of the Kuril Islands
2007-01-13,오전 4:23:21,46.23,154.55,10,8.1,east of the Kuril Islands
2007-01-11,오후 2:31:20,-3.66,127.26,13,6,"Seram, Indonesia"
2007-01-08,오후 8:52:20,-18.57,-177.79,406.8,6.3,Fiji region
2007-01-08,오후 5:21:49,39.77,70.3,16,6,Kyrgyzstan
2007-01-08,오후 12:48:41,8.09,92.41,14,6.1,"Nicobar Islands, India region"
2006-12-30,오전 8:30:49,13.3,51.31,15,6.6,Gulf of Aden
2006-12-27,오후 8:15:38,-5.78,154.43,355,6,"Bougainville region, Papua New Guinea"
2006-12-26,오후 3:19:49,48.33,154.86,38,6,Kuril Islands
2006-12-26,오후 12:34:17,21.97,120.51,33.8,6.9,Taiwan region
2006-12-26,오후 12:26:22,21.78,120.54,22.5,7,Taiwan region
2006-12-22,오후 7:50:44,10.64,92.33,24,6.2,"Andaman Islands, India region"
2006-12-12,오후 3:48:03,3.71,124.73,214,6.3,Celebes Sea
2006-12-07,오후 7:10:21,46.13,154.39,16,6.4,east of the Kuril Islands
2006-12-03,오후 8:52:15,13.97,-91.22,61,6,Guatemala
2006-12-01,오후 2:01:44,-8.25,118.69,19,6.3,"Sumbawa region, Indonesia"
2006-12-01,오전 3:58:21,3.39,99.09,204,6.3,"northern Sumatra, Indonesia"
2006-11-30,오후 9:20:11,-53.85,-134.2,12,6.2,Pacific-Antarctic Ridge
2006-11-30,오전 11:33:16,-21.39,-174.52,12.5,6,Tonga
2006-11-29,오전 1:32:17,2.51,128.25,39,6.2,"Halmahera, Indonesia"
2006-11-19,오후 6:57:34,-4.58,-104.96,16.4,6.1,central East Pacific Rise
2006-11-17,오후 6:03:12,28.59,129.9,22,6.2,"Ryukyu Islands, Japan"
2006-11-16,오후 8:29:54,-52.03,139.52,10,6.1,west of Macquarie Island
2006-11-16,오전 6:20:20,46.33,154.5,9,6,east of the Kuril Islands
2006-11-15,오후 7:25:25,47,155,10,6,Kuril Islands
2006-11-15,오전 11:40:54,46.45,154.75,10,6.7,east of the Kuril Islands
2006-11-15,오전 11:34:58,46.652,155.305,10,6.4,east of the Kuril Islands
2006-11-15,오전 11:29:22,46.371,154.475,10,6.2,east of the Kuril Islands
2006-11-15,오전 11:28:38,46.086,154.1,10,6,east of the Kuril Islands
2006-11-15,오전 11:25:09,47.518,152.647,10,6,Kuril Islands
2006-11-15,오전 11:14:13,46.58,153.27,10,8.3,Kuril Islands
2006-11-14,오후 2:21:01,-6.45,127.96,345,6.1,Banda Sea
2006-11-13,오후 4:12:28,-6.37,151.27,11,6.2,"New Britain region, Papua New Guinea"
2006-11-13,오전 1:26:35,-26.06,-63.25,572,6.8,"Santiago Del Estero, Argentina"
2006-11-12,오후 6:21:25,-6.23,151.07,12,6.2,"New Britain region, Papua New Guinea"
2006-11-07,오후 5:38:33,-6.48,151.26,11,6.5,"New Britain region, Papua New Guinea"
2006-11-06,오후 8:56:48,-5.44,146.68,111.2,6,"eastern New Guinea region, Papua New Guinea"
2006-10-26,오후 10:54:32,-13.39,-76.64,28.1,6,near the coast of central Peru
2006-10-23,오후 9:17:19,29.34,140.3,11,6.4,"Izu Islands, Japan region"
2006-10-22,오전 8:55:16,-45.77,95.92,10,6,southeast Indian Ridge
2006-10-20,오전 10:48:55,-13.45,-76.66,23,6.7,near the coast of central Peru
2006-10-18,오전 10:45:32,-15.05,167.33,115,6.3,Vanuatu
2006-10-17,오전 1:25:12,-5.89,151.03,32,6.7,"New Britain region, Papua New Guinea"
2006-10-15,오후 5:14:12,20.07,-156.04,18.9,6,"Maui region, Hawaii"
2006-10-15,오후 5:07:48,19.86,-155.99,29,6.7,"Hawaii region, Hawaii"
2006-10-12,오후 6:05:56,-31.26,-71.33,31,6.3,"Coquimbo, Chile"
2006-10-10,오후 11:58:04,37.197,142.664,9,6,"off the east coast of Honshu, Japan"
2006-10-10,오전 8:02:51,-56.04,-122.33,10,6,southern East Pacific Rise
2006-10-09,오전 10:01:47,20.65,120.03,14,6.3,Philippine Islands region
2006-10-03,오후 6:03:13,-18.86,169.09,161,6.3,Vanuatu
2006-10-01,오전 9:06:02,46.46,153.26,19,6.5,Kuril Islands
2006-09-30,오후 5:56:16,46.23,153.17,10,6,Kuril Islands
2006-09-30,오후 5:50:23,46.34,153.17,11,6.6,Kuril Islands
2006-09-30,오후 4:26:56,-15.57,-73.17,107,6,southern Peru
2006-09-29,오후 1:08:25,10.87,-61.79,53,6.1,"offshore Sucre, Venezuela"
2006-09-28,오전 6:22:09,-16.58,-171.99,28,6.9,Samoa Islands region
2006-09-22,오전 2:32:25,-26.83,-63.1,598,6,"Santiago Del Estero, Argentina"
2006-09-21,오후 6:54:49,-9.09,110.39,25,6,"south of Java, Indonesia"
2006-09-17,오전 9:34:13,-31.71,-67.12,137,6.2,"San Juan, Argentina"
2006-09-16,오전 9:45:23,-3.1,129.41,17,6.3,"Seram, Indonesia"
2006-09-09,오전 4:13:11,-7.23,120.09,572,6.3,Flores Sea
2006-09-01,오전 10:18:51,-6.78,155.54,38,6.7,"Bougainville region, Papua New Guinea"
2006-08-25,오전 12:44:45,-24.39,-67.04,184,6.6,"Salta, Argentina"
2006-08-24,오후 9:50:36,51.15,157.54,43,6.5,"near the east coast of the Kamchatka Peninsula, Russia"
2006-08-20,오전 3:41:48,-61.02,-34.45,13,7,Scotia Sea
2006-08-20,오전 3:01:02,49.83,156.42,26,6,Kuril Islands
2006-08-15,오후 11:53:46,-21.17,-176.17,154,6.1,Fiji region
2006-08-11,오후 8:54:14,2.39,96.32,22,6.2,"Simeulue, Indonesia"
2006-08-11,오후 2:30:40,18.53,-101.08,56,6,"Michoacan, Mexico"
2006-08-07,오후 10:18:54,-15.8,167.82,150,6.8,Vanuatu
2006-07-27,오전 11:16:40,1.71,97.1,20,6.3,"Nias region, Indonesia"
2006-07-23,오전 8:22:03,-0.37,123.19,28,6,"Sulawesi, Indonesia"
2006-07-19,오전 11:48:58,-5.51,150.74,28.2,6.4,"New Britain region, Papua New Guinea"
2006-07-19,오전 10:57:36,-6.58,105.35,45,6.1,"Sunda Strait, Indonesia"
2006-07-17,오후 3:45:59,-9.45,108.26,20.3,6.1,"south of Java, Indonesia"
2006-07-17,오전 9:13:04,-9.1,107.77,6.2,6,"south of Java, Indonesia"
2006-07-17,오전 8:19:27,-9.32,107.33,24.3,7.7,"south of Java, Indonesia"
2006-07-16,오전 11:42:41,-28.69,-72.5,10,6.2,"offshore Atacama, Chile"
2006-07-08,오후 8:40:00,51.23,-179.26,22,6.6,"Andreanof Islands, Aleutian Islands, Alaska"
2006-07-07,오전 7:26:12,-15.27,-173.55,35,6,Tonga
2006-06-27,오후 6:07:21,6.47,92.73,20.1,6.3,"Nicobar Islands, India region"
2006-06-27,오전 2:59:15,-19.86,-178.2,569.9,6.2,Fiji region
2006-06-27,오전 2:39:32,52.21,176.2,17,6.2,"Rat Islands, Aleutian Islands, Alaska"
2006-06-24,오후 9:15:00,-0.4,123.23,26,6.3,"Sulawesi, Indonesia"
2006-06-22,오전 10:53:11,45.41,149.37,95,6,Kuril Islands
2006-06-21,오후 12:34:52,6.94,92.43,16,6,"Nicobar Islands, India region"
2006-06-18,오후 6:28:01,32.99,-39.7,9,6,northern Mid-Atlantic Ridge
2006-06-14,오전 4:46:42,51.94,177.17,29.1,6,"Rat Islands, Aleutian Islands, Alaska"
2006-06-14,오전 4:18:42,51.72,177.14,14,6.5,"Rat Islands, Aleutian Islands, Alaska"
2006-06-11,오후 8:01:26,33.13,131.15,140,6.3,"Kyushu, Japan"
2006-06-09,오전 5:58:27,-17.52,-178.7,564.4,6.1,Fiji region
2006-06-05,오전 6:27:07,1.13,-28.01,10,6,central Mid-Atlantic Ridge
2006-06-02,오전 7:31:36,-20.83,-178.62,591.6,6,Fiji region
2006-05-28,오전 3:12:08,-5.71,151.2,34,6.5,"New Britain region, Papua New Guinea"
2006-05-26,오후 10:54:00,-7.96,110.34,19.7,6.3,"Java, Indonesia"
2006-05-22,오후 8:53:57,-4.76,126.79,2.8,6.1,Banda Sea
2006-05-22,오후 1:08:02,54.26,158.46,197,6.2,"Kamchatka Peninsula, Russia"
2006-05-22,오전 11:12:00,60.76,165.75,19,6.6,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
2006-05-21,오전 2:07:36,1.52,-85.41,10,6,off the coast of Ecuador
2006-05-19,오후 2:44:24,-0.21,124.71,35,6.3,Molucca Sea
2006-05-16,오후 3:28:25,0.09,97.01,12,6.8,"Nias region, Indonesia"
2006-05-16,오전 10:39:23,-31.83,-179.21,152,7.4,Kermadec Islands region
2006-05-10,오전 2:42:50,52.47,-169.24,18,6.4,"Fox Islands, Aleutian Islands, Alaska"
2006-05-07,오후 2:17:34,-36.77,78.51,10,6.1,Mid-Indian Ridge
2006-05-03,오후 3:26:40,-20.15,-174.1,55,8,Tonga
2006-04-30,오후 9:40:58,-27.18,-71.05,12,6.5,"offshore Atacama, Chile"
2006-04-30,오후 7:33:18,-15.54,-173.03,10,6,Tonga
2006-04-30,오후 7:17:15,-27.07,-71.22,12,6.6,"offshore Atacama, Chile"
2006-04-30,오전 8:17:34,-15.1,167.47,127.7,6.1,Vanuatu
2006-04-29,오후 4:58:06,60.5,167.53,11,6.6,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
2006-04-26,오전 1:46:04,-57.51,147.76,10,6.1,west of Macquarie Island
2006-04-25,오후 6:26:17,1.99,96.97,21,6.3,"Nias region, Indonesia"
2006-04-21,오전 11:14:15,61.36,167.54,12,6,"Koryakskiy Avtonomnyy Okrug, Russia"
2006-04-21,오전 4:32:43,60.55,165.85,9,6.1,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
2006-04-20,오후 11:28:03,60.874,167.007,10,6.1,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
2006-04-20,오후 11:25:02,60.94,167.14,22,7.6,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
2006-04-19,오후 8:36:46,2.62,93.17,17,6.2,off the west coast of northern Sumatra
2006-04-17,오후 11:49:57,-12.53,166.44,16,6.1,Santa Cruz Islands
2006-04-15,오후 11:50:14,-29.66,-71.92,19.8,6,"offshore Coquimbo, Chile"
2006-04-12,오전 1:06:58,56.41,164.02,28.8,6,"Komandorskiye Ostrova, Russia region"
2006-04-07,오전 8:30:44,-16.6,177.04,14,6.5,Fiji
2006-04-04,오전 2:30:28,18.76,-106.99,33.5,6,"off the coast of Jalisco, Mexico"
2006-04-01,오전 10:02:19,22.86,121.28,9,6.1,Taiwan region
2006-03-31,오후 9:14:45,3.8,126.41,37,6.1,"Kepulauan Talaud, Indonesia"
2006-03-31,오후 1:20:59,-29.61,-176.73,13,6.5,Kermadec Islands region
2006-03-31,오전 1:17:01,33.51,48.76,7,6.1,western Iran
2006-03-24,오후 5:46:50,-16.93,174.56,13,6,Fiji region
2006-03-24,오후 12:27:05,-3.25,143.17,12,6.1,"near the north coast of New Guinea, Papua New Guinea"
2006-03-14,오전 6:57:33,-3.59,127.2,30.1,6.7,"Seram, Indonesia"
2006-03-09,오후 5:55:55,0.73,-26.06,10,6,central Mid-Atlantic Ridge
2006-03-07,오전 6:28:54,-14.8,167.41,133,6.2,Vanuatu
2006-03-06,오후 6:13:08,-40.12,78.4,10,6.2,Mid-Indian Ridge
2006-03-05,오전 8:07:56,-20.1,-175.62,205.8,6.1,Tonga
2006-03-03,오후 11:36:27,-55.72,-4.24,10,6,southern Mid-Atlantic Ridge
2006-02-28,오전 7:31:02,28.13,56.82,18,6,southern Iran
2006-02-26,오전 4:18:42,-15.28,-176.19,32.5,6,Fiji region
2006-02-26,오전 3:08:27,-23.61,-179.91,535,6.4,south of the Fiji Islands
2006-02-24,오후 2:15:45,-17.99,-179.51,622,6.1,Fiji region
2006-02-23,오전 4:04:04,-54.62,1.64,10,6,Bouvet Island region
2006-02-22,오후 10:19:08,-21.26,33.62,11,7,Mozambique
2006-02-18,오후 3:59:21,-5.2,152.11,40,6.2,"New Britain region, Papua New Guinea"
2006-02-14,오후 3:27:23,20.83,146.21,40,6.2,Mariana Islands region
2006-02-03,오후 8:34:10,11.84,92.35,19,6.1,"Andaman Islands, India region"
2006-02-02,오후 12:48:43,-17.76,-178.31,598,6.7,Fiji region
2006-01-27,오후 4:58:53,-5.45,128.17,397,7.6,Banda Sea
2006-01-23,오후 8:50:44,6.88,-77.77,14,6.2,near the west coast of Colombia
2006-01-23,오전 6:02:57,-17.36,167.78,23,6.4,Vanuatu
2006-01-15,오전 11:58:28,-7.85,122.54,264.8,6.1,Flores Sea
2006-01-08,오전 11:34:55,36.3,23.34,66,6.7,southern Greece
2006-01-06,오전 3:39:58,6.6,-82.38,8,6,south of Panama
2006-01-04,오전 8:32:32,28.22,-112.11,14,6.6,Gulf of California
2006-01-02,오후 10:13:41,-19.94,-178.12,593,7.2,Fiji region
2006-01-02,오전 6:10:49,-60.91,-21.57,13,7.4,east of the South Sandwich Islands
2005-12-30,오후 6:26:46,7.56,-82.26,29.6,6.1,south of Panama
2005-12-23,오후 9:47:27,-1.41,-77.53,192.8,6.1,Ecuador
2005-12-22,오후 12:20:04,-54.56,-135.8,15,6.3,Pacific-Antarctic Ridge
2005-12-21,오전 7:09:03,-0.11,124.67,18,6.3,Molucca Sea
2005-12-20,오전 5:51:12,12.23,141.07,23.2,6.1,Mariana Islands region
