연도,시간,위도,경도,진앙,규모,place
1976-08-12,오후 8:53:50,3.544,124.238,351.8,6.3,Celebes Sea
1976-08-02,오전 10:55:27,-20.627,169.42,60.6,6.9,Vanuatu
1976-07-31,오전 12:47:03,-30.311,-177.807,51.5,6.4,"Kermadec Islands, New Zealand"
1976-07-28,오후 8:17:44,43.272,45.654,14.7,6.2,"Caucasus region, Russia"
1976-07-28,오후 5:15:03,-20.192,170.124,8.3,6.3,Vanuatu
1976-07-28,오전 10:45:35,39.722,118.36,17.9,7,"Hebei, China"
1976-07-27,오후 7:42:55,39.605,117.889,16.9,7.6,"Tianjin-Hebei border region, China"
1976-07-26,오전 2:56:37,4.94,118.255,8.6,6.2,"Sabah, Malaysia"
1976-07-26,오전 1:41:25,-21.907,-113.332,33,6.2,southern East Pacific Rise
1976-07-21,오후 3:10:46,24.753,98.644,4,6.1,Myanmar-China border region
1976-07-17,오후 9:06:34,-4.182,152.799,62.6,6.6,"New Britain region, Papua New Guinea"
1976-07-14,오전 7:13:23,-8.228,114.773,25.7,6.5,"Bali region, Indonesia"
1976-07-11,오후 8:41:51,7.374,-78.07,17.2,7.3,Panama
1976-07-11,오후 4:54:31,7.49,-78.247,5.9,6.8,Panama
1976-07-10,오전 11:37:16,47.319,145.764,415.3,6,Sea of Okhotsk
1976-06-29,오후 6:30:11,-33.771,-177.818,57.2,6.1,south of the Kermadec Islands
1976-06-26,오전 10:30:56,3.752,126.695,7.2,6.5,"Kepulauan Talaud, Indonesia"
1976-06-25,오후 7:18:54,-4.524,140.104,2.8,7.2,"Papua, Indonesia"
1976-06-20,오후 8:53:12,3.437,96.254,15.3,7,"northern Sumatra, Indonesia"
1976-06-19,오후 3:00:46,-17.941,65.347,12.1,6.4,Mauritius - Reunion region
1976-06-17,오후 2:28:49,46.162,12.864,24,6.1,northern Italy
1976-06-15,오전 6:09:01,0.535,134.744,17.4,6.4,"Papua region, Indonesia"
1976-06-07,오후 2:26:41,17.378,-100.691,56.3,6.4,"Guerrero, Mexico"
1976-06-07,오전 7:36:54,14.107,124.869,12.8,6.6,"Catanduanes, Philippines"
1976-06-05,오전 8:20:11,-10.074,161.049,86.7,6.2,Solomon Islands
1976-06-03,오후 4:44:40,-5.093,153.58,79.2,7.2,"New Ireland region, Papua New Guinea"
1976-05-31,오전 5:08:29,24.348,98.623,10.2,6,Myanmar-China border region
1976-05-30,오전 3:08:55,-41.601,-75.44,26.5,6,"off the coast of Los Lagos, Chile"
1976-05-29,오후 2:00:21,24.52,98.502,7.8,6.7,Myanmar-China border region
1976-05-29,오후 12:23:20,24.509,98.913,5.8,6.7,Myanmar-China border region
1976-05-22,오전 3:00:20,-5.587,154.319,93.7,6,"Bougainville region, Papua New Guinea"
1976-05-19,오후 7:10:38,-31.118,-177.602,37.6,6,Kermadec Islands region
1976-05-18,오전 6:04:42,-60.453,154.368,10,6.3,west of Macquarie Island
1976-05-17,오전 2:58:43,40.375,63.437,15.4,6.7,western Uzbekistan
1976-05-15,오후 9:55:57,-11.659,-74.418,17,6.8,central Peru
1976-05-11,오후 4:59:46,37.411,20.415,9.9,6.4,Ionian Sea
1976-05-11,오후 3:50:39,-51.677,139.655,4.5,6.3,western Indian-Antarctic Ridge
1976-05-06,오후 8:00:14,46.387,13.271,17.6,6.5,Austria-Italy-Slovenia border region
1976-05-05,오전 4:52:55,-29.845,-177.639,58.5,7.1,"Kermadec Islands, New Zealand"
1976-05-04,오후 1:56:32,-44.733,167.664,31.2,6.5,South Island of New Zealand
1976-04-29,오전 6:32:47,-28.188,-176.596,42,6.1,Kermadec Islands region
1976-04-22,오후 5:03:07,28.714,52.128,24,6,southern Iran
1976-04-10,오후 5:12:10,-17.751,-178.417,564.1,6.3,Fiji region
1976-04-10,오전 4:24:59,-6.428,154.827,54,6,"Bougainville region, Papua New Guinea"
1976-04-09,오전 7:08:50,0.847,-79.578,17.2,6.7,near the coast of Ecuador
1976-04-08,오전 2:59:03,40.22,63.8,5.3,6,western Uzbekistan
1976-04-08,오전 2:40:25,40.351,63.737,6.5,6.7,western Uzbekistan
1976-04-06,오후 1:49:10,-3.865,152.008,4.8,6.3,"New Ireland region, Papua New Guinea"
1976-03-29,오전 5:39:35,3.908,-85.891,21.1,6.6,off the coast of Central America
1976-03-24,오전 4:46:05,-29.875,-177.695,28.4,7.1,"Kermadec Islands, New Zealand"
1976-03-13,오전 5:22:45,-6.253,154.795,52.2,6.1,"Bougainville region, Papua New Guinea"
1976-03-08,오전 4:39:57,-10.645,165.123,47.3,6,Santa Cruz Islands
1976-03-04,오전 2:50:03,-14.783,167.217,100.3,6.9,Vanuatu
1976-03-03,오후 10:50:10,-8.232,121.438,30,6,"Flores region, Indonesia"
1976-02-22,오전 5:11:07,-3.356,145.235,22,6,"near the north coast of New Guinea, Papua New Guinea"
1976-02-15,오전 1:54:22,13.026,125.773,13.5,6.5,Philippine Islands region
1976-02-04,오전 9:01:46,15.298,-89.145,12.7,7.5,Guatemala
1976-01-26,오후 7:01:38,-29.339,-176.461,30,6,Kermadec Islands region
1976-01-25,오후 12:23:54,44.701,149.803,34.9,6,Kuril Islands
1976-01-24,오후 9:48:26,-28.635,-177.425,78.5,6.2,Kermadec Islands region
1976-01-23,오전 5:45:31,-7.504,119.886,612.8,6.6,Flores Sea
1976-01-21,오전 10:05:25,44.78,149.144,37.6,7.2,Kuril Islands
1976-01-15,오전 6:06:48,-30.028,-176.799,25.7,6.1,Kermadec Islands region
1976-01-14,오후 10:43:41,-28.617,-176.589,9.8,6.4,Kermadec Islands region
1976-01-14,오후 4:47:37,-29.112,-177.396,35.8,7.9,"Kermadec Islands, New Zealand"
1976-01-14,오후 3:56:34,-29.212,-177.635,42.2,7.8,"Kermadec Islands, New Zealand"
1976-01-13,오후 1:29:17,66.236,-16.574,1.5,6.2,Iceland region
1976-01-09,오후 11:54:37,-15.81,167.927,176.2,6.3,Vanuatu
1976-01-06,오후 9:08:20,51.566,159.268,29.8,6.1,"off the east coast of the Kamchatka Peninsula, Russia"
1976-01-05,오전 2:31:36,-13.288,-74.899,95,6,central Peru
1976-01-01,오전 1:29:39,-28.711,-177.426,49.2,7.3,Kermadec Islands region
1975-12-29,오전 3:39:42,-56.826,-68.606,5.1,6.5,Drake Passage
1975-12-26,오후 3:56:38,-16.241,-172.364,15,7.7,Samoa Islands region
1975-12-25,오후 11:22:23,-4.082,142.149,113.2,6.4,"New Guinea, Papua New Guinea"
1975-12-21,오전 10:54:19,51.875,151.548,560.1,6.8,Sea of Okhotsk
1975-12-17,오전 5:35:19,5.273,95.8,15.1,6.2,"northern Sumatra, Indonesia"
1975-12-09,오전 9:14:44,-14.923,-172.775,49.5,6.2,Samoa Islands
1975-11-30,오후 8:30:16,52.578,-167.211,10.4,6.3,"Fox Islands, Aleutian Islands, Alaska"
1975-11-30,오후 1:32:33,10.532,145.97,12.6,6.6,south of the Mariana Islands
1975-11-29,오후 2:47:40,19.452,-155.034,2.1,7.5,"Hawaii region, Hawaii"
1975-11-25,오전 8:06:43,-9.114,156.715,4.5,6.1,Solomon Islands
1975-11-15,오후 8:39:33,12.957,125.904,51.6,6,"Samar, Philippines"
1975-11-01,오전 1:17:34,13.85,144.811,108,7.1,Guam region
1975-10-31,오전 8:28:04,12.537,125.999,51.1,7.5,"Samar, Philippines"
1975-10-28,오전 6:54:23,-22.824,-70.367,37.7,6.3,"near the coast of Antofagasta, Chile"
1975-10-21,오후 11:06:20,11.686,121.559,7,6.3,"Panay, Philippines"
1975-10-21,오후 5:12:23,11.675,121.662,15.6,6.1,"Panay, Philippines"
1975-10-21,오전 11:59:57,73.351,55.078,0,6.5,"Novaya Zemlya, Russia"
1975-10-20,오후 10:25:25,-16.371,-177.4,1.6,6.5,Fiji region
1975-10-18,오전 8:59:56,70.843,53.69,0,6.7,"Novaya Zemlya, Russia"
1975-10-17,오전 3:31:54,-7.529,128.732,114,6.1,"Kepulauan Barat Daya, Indonesia"
1975-10-11,오후 2:55:03,-24.117,-175.256,51.4,6,south of Tonga
1975-10-11,오후 2:35:17,-24.906,-175.111,20.8,7.4,south of Tonga
1975-10-10,오후 7:47:18,-15.444,167.548,123,6,Vanuatu
1975-10-07,오전 8:28:08,0.866,-26.74,12.7,6.7,central Mid-Atlantic Ridge
1975-10-06,오후 10:24:22,-12.596,166.561,94.1,6,Santa Cruz Islands
1975-10-03,오후 5:31:34,30.386,66.347,1.4,6.4,Afghanistan-Pakistan border region
1975-10-03,오전 11:51:09,-22.126,126.721,33,6,Western Australia
1975-10-03,오전 5:14:24,30.237,66.289,1.4,6.7,western Afghanistan
1975-10-01,오전 3:30:01,-4.862,102.15,38.2,7,"southern Sumatra, Indonesia"
1975-09-30,오후 6:17:50,-5.003,102.065,32.2,6,"southern Sumatra, Indonesia"
1975-09-29,오후 2:36:23,-0.456,124.674,23.6,6.1,Molucca Sea
1975-09-24,오전 11:03:01,-11.913,-14.512,21.6,6.1,Ascension Island region
1975-09-24,오전 1:47:50,-20.494,-173.958,27.8,6.5,Tonga
1975-09-19,오전 3:37:08,-34.744,81.8,4,6.1,Broken Ridge
1975-09-06,오전 9:20:14,38.513,40.764,39.1,6.7,eastern Turkey
1975-08-15,오전 7:28:24,54.932,167.872,29.8,6.6,"Komandorskiye Ostrova, Russia region"
1975-08-10,오전 10:25:48,-22.738,-66.626,208.9,6.1,"Jujuy, Argentina"
1975-08-06,오후 10:24:30,-2.434,146.105,15,6.3,"Admiralty Islands region, Papua New Guinea"
1975-08-02,오전 10:18:18,53.353,-161.46,23.5,6,south of Alaska
1975-07-30,오전 9:17:13,-9.977,123.822,3.5,6.1,"Timor region, Indonesia"
1975-07-22,오후 7:20:17,-7.199,155.732,50.1,6.1,Solomon Islands
1975-07-21,오전 2:38:59,-6.831,155.452,63,6.2,"Bougainville region, Papua New Guinea"
1975-07-20,오후 11:05:20,-6.578,154.738,51.5,6.7,"Bougainville region, Papua New Guinea"
1975-07-20,오후 7:54:29,-7.083,155.212,45.3,7.3,Solomon Islands
1975-07-20,오후 2:37:42,-6.612,155.095,61.1,7.5,"Bougainville region, Papua New Guinea"
1975-07-16,오후 7:38:24,-30.86,-177.342,30.7,6.1,"Kermadec Islands, New Zealand"
1975-07-16,오후 6:17:44,-30.75,-177.34,36.6,6.2,"Kermadec Islands, New Zealand"
1975-07-14,오후 11:27:53,-40.422,78.402,8.4,6.5,Mid-Indian Ridge
1975-07-08,오전 9:37:24,29.359,-113.452,2.3,6.5,"Isla Angel de la Guarda, Baja California, Mexico"
1975-06-29,오전 10:37:41,38.731,130.086,555.8,7.1,Sea of Japan
1975-06-23,오전 5:20:10,-2.7,147.389,33,6.2,"Admiralty Islands region, Papua New Guinea"
1975-06-22,오후 10:44:12,43.229,147.167,23.2,6.1,Kuril Islands
1975-06-16,오후 10:35:21,-3.056,147.996,5.4,6.5,Bismarck Sea
1975-06-15,오전 12:19:31,43.701,147.847,5.9,6.2,Kuril Islands
1975-06-14,오후 6:38:03,43.583,147.856,32.2,6,Kuril Islands
1975-06-13,오후 6:08:11,43.487,147.691,6,6.4,Kuril Islands
1975-06-10,오후 1:47:19,43.128,147.651,31.3,7,Kuril Islands
1975-05-30,오후 5:46:24,-50.464,139.516,14.3,6.1,western Indian-Antarctic Ridge
1975-05-27,오전 10:18:36,0.758,122.592,65.2,6,"Minahasa, Sulawesi, Indonesia"
1975-05-26,오전 9:11:48,35.971,-17.646,4.2,7.9,Azores-Cape St. Vincent Ridge
1975-05-23,오후 4:01:52,22.747,122.568,17.4,6.8,Taiwan region
1975-05-18,오후 11:53:50,-20.907,-173.876,3.9,6,Tonga
1975-05-13,오후 9:18:41,1.025,126.031,21.6,6.3,Molucca Sea
1975-05-10,오후 2:27:43,-38.214,-73.001,29.5,7.7,"Araucania, Chile"
1975-05-05,오전 5:18:48,33.086,92.87,15,6.1,"southern Qinghai, China"
1975-04-28,오전 11:06:41,35.813,79.923,4.3,6.3,Kashmir-Xinjiang border region
1975-04-23,오전 11:14:50,16.449,-98.84,17.1,6.2,"offshore Guerrero, Mexico"
1975-04-20,오후 5:35:52,33.141,131.259,7,6.1,"Kyushu, Japan"
1975-04-20,오전 11:40:38,-36.378,-98.926,11.1,6.2,southeast of Easter Island
1975-04-16,오전 1:27:19,71.47,-10.461,7,6.5,Jan Mayen Island region
1975-04-11,오전 12:10:32,-50.977,139.13,3.7,6.3,western Indian-Antarctic Ridge
1975-04-09,오전 6:26:23,-4.064,152.757,133.8,6.1,"New Britain region, Papua New Guinea"
1975-04-06,오전 10:34:58,52.256,159.901,33,6.2,"off the east coast of the Kamchatka Peninsula, Russia"
1975-04-06,오전 9:55:20,52.193,160.018,28.5,6.2,"off the east coast of the Kamchatka Peninsula, Russia"
1975-04-05,오후 8:38:31,10.133,-75.648,46.4,6.1,near the north coast of Colombia
1975-04-05,오전 9:34:37,10.065,-69.666,23,6.1,"Lara, Venezuela"
1975-03-28,오전 2:31:07,42.012,-112.475,4.8,6,southern Idaho
1975-03-27,오전 5:15:07,40.424,26.143,3.6,6.7,western Turkey
1975-03-23,오전 7:32:37,22.685,122.788,16.5,6.6,Taiwan region
1975-03-18,오후 5:21:27,-4.272,-77.001,121.4,6.2,northern Peru
1975-03-17,오후 10:11:03,-2.475,138.377,30.6,6,"Papua, Indonesia"
1975-03-13,오후 6:45:29,-21.786,170.628,76.8,6,southeast of the Loyalty Islands
1975-03-13,오후 3:26:48,-29.912,-71.395,30.8,6.9,"offshore Coquimbo, Chile"
1975-03-07,오전 7:04:43,27.484,56.225,21.4,6.1,southern Iran
1975-03-05,오전 12:22:20,-2.406,126.093,18.4,6.6,"Ceram Sea, Indonesia"
1975-02-26,오전 4:48:52,84.964,98.483,10.9,6,north of Severnaya Zemlya
1975-02-22,오후 10:04:37,-25.074,-178.833,373.6,6.9,south of the Fiji Islands
1975-02-22,오전 8:36:08,51.324,-179.405,48.6,6.5,"Andreanof Islands, Aleutian Islands, Alaska"
1975-02-07,오전 4:51:43,-7.233,149.571,16.2,6.4,"New Britain region, Papua New Guinea"
1975-02-04,오전 11:36:07,40.665,122.646,15.8,7,"Liaoning, China"
1975-02-02,오전 8:43:41,53.033,173.594,13.1,7.1,"Near Islands, Aleutian Islands, Alaska"
1975-01-25,오전 2:08:42,7.154,-77.763,33.3,6.5,Panama-Colombia border region
1975-01-19,오전 8:01:59,32.375,78.49,2.6,6.8,Kashmir-Xizang border region
1975-01-15,오전 11:34:43,29.408,101.741,33.8,6,"western Sichuan, China"
1975-01-14,오후 7:48:58,-4.943,130.021,15.2,6.5,Banda Sea
1975-01-12,오후 5:47:21,-33.548,-177.843,7.6,6,south of the Kermadec Islands
1974-12-31,오후 8:21:09,14.126,-91.824,39,6.1,offshore Guatemala
1974-12-28,오후 12:11:43,35.025,72.901,13,6.2,Pakistan
1974-12-24,오전 6:55:47,-2.312,98.917,23.7,6.8,"southwest of Sumatra, Indonesia"
1974-12-21,오전 8:28:55,-14.568,-174.931,15,6.1,Samoa Islands region
1974-12-05,오전 11:57:32,-7.716,-74.405,160,6,northern Peru
1974-12-04,오전 3:07:51,0.505,97.852,44.8,6.9,"Nias region, Indonesia"
1974-12-03,오전 3:06:34,-4.989,129.918,13.4,6.5,Banda Sea
1974-11-29,오후 10:05:24,30.68,138.357,424,7.1,"Izu Islands, Japan region"
1974-11-27,오후 6:45:12,-6.1,154.159,49,6.1,"Bougainville region, Papua New Guinea"
1974-11-20,오전 4:14:51,-15.153,167.226,68.1,6.2,Vanuatu
1974-11-19,오전 4:58:23,-3.161,150.668,6,6.1,"New Ireland region, Papua New Guinea"
1974-11-10,오전 4:25:33,-15.92,-178.434,32.7,6.1,Fiji region
1974-11-09,오후 7:10:58,-6.492,105.332,65.3,6.1,"Sunda Strait, Indonesia"
1974-11-09,오후 12:59:51,-12.526,-77.633,7.2,7.1,near the coast of central Peru
1974-10-29,오전 3:14:20,-6.972,129.493,158.5,6.3,Banda Sea
1974-10-27,오전 10:30:38,-15.447,167.176,36,6.3,Vanuatu
1974-10-23,오전 6:14:54,-8.446,154.142,35.1,7.1,D'Entrecasteaux Islands region
1974-10-21,오전 4:12:29,-17.985,-178.453,588,6.2,Fiji region
1974-10-16,오전 5:45:11,52.598,-32.036,28.1,6.9,Reykjanes Ridge
1974-10-12,오전 6:14:52,40.588,143.579,16,6,"off the east coast of Honshu, Japan"
1974-10-11,오전 8:33:50,-60.806,154.004,10,6.1,west of Macquarie Island
1974-10-10,오전 6:56:51,41.075,143.077,43.4,6.8,"Hokkaido, Japan region"
1974-10-09,오전 7:32:04,44.721,150.011,53.8,6.4,east of the Kuril Islands
1974-10-08,오전 9:50:57,17.349,-61.976,21.3,6.9,"Antigua and Barbuda region, Leeward Islands"
1974-10-07,오후 9:52:40,-58.299,-27.371,33,6,South Sandwich Islands region
1974-10-03,오후 2:21:34,-12.253,-77.523,35.8,8.1,near the coast of central Peru
1974-09-27,오전 5:47:29,43.181,146.538,28.7,6.9,Kuril Islands
1974-09-27,오전 3:10:10,33.671,141.145,51.7,6.1,"off the east coast of Honshu, Japan"
1974-09-23,오후 7:28:14,-0.296,12.758,2.7,6.2,Gabon
1974-09-21,오후 12:40:23,-23.672,-175.837,29.5,6.3,Tonga region
1974-09-07,오후 8:43:10,-9.818,108.328,14.8,6.5,"south of Java, Indonesia"
1974-08-18,오전 10:44:10,-38.432,-73.462,8.7,7.1,"Araucania, Chile"
1974-08-13,오후 12:52:48,-15.912,-179.373,46,6.3,Fiji region
1974-08-12,오전 2:52:41,-16.038,-179.123,47.8,6.1,Fiji region
1974-08-11,오후 9:21:35,39.507,73.633,5.2,6.1,Kyrgyzstan
1974-08-11,오전 1:13:56,39.377,73.8,2.8,7.1,Kyrgyzstan-Tajikistan-Xinjiang border region
1974-08-08,오후 7:16:45,24.557,122.639,10.1,6,Taiwan region
1974-08-01,오전 7:59:56,56.632,-152.265,33,6,"Kodiak Island region, Alaska"
1974-08-01,오전 5:55:35,56.466,-152.23,3.2,6.3,"Kodiak Island region, Alaska"
1974-08-01,오전 5:08:02,56.492,-152.382,15,6.1,"Kodiak Island region, Alaska"
1974-07-30,오전 5:12:41,36.369,70.734,210.2,7.1,"Hindu Kush region, Afghanistan"
1974-07-29,오전 7:16:25,46.107,153.028,20.3,6,Kuril Islands
1974-07-28,오전 11:34:55,46.329,153.262,10.2,6.3,Kuril Islands
1974-07-13,오전 1:18:22,7.737,-77.63,3,7.2,Panama-Colombia border region
1974-07-08,오전 5:45:39,36.425,141.138,44.7,6,"near the east coast of Honshu, Japan"
1974-07-04,오후 7:30:42,45.185,93.938,15.8,7.3,western Mongolia
1974-07-03,오후 11:25:11,-29.224,-175.963,36.7,6.6,Kermadec Islands region
1974-07-02,오후 11:26:23,-29.152,-175.817,3.7,7.4,Kermadec Islands region
1974-06-27,오전 1:49:11,33.807,139.234,23.9,6.1,"Izu Islands, Japan region"
1974-06-25,오후 5:22:19,-26.029,84.194,20.4,6.6,South Indian Ocean
1974-06-19,오전 2:55:19,-33.416,56.875,33,6.6,Southwest Indian Ridge
1974-06-12,오후 4:25:45,10.51,-63.43,8.1,6.1,"Sucre, Venezuela"
1974-06-07,오전 6:47:40,-15.447,-175.283,45.3,6,Tonga
1974-06-04,오전 4:14:17,-15.945,-174.986,275.4,6.1,Tonga
1974-05-31,오후 2:05:02,27.529,-111.041,19.2,6.3,Gulf of California
1974-05-26,오후 3:24:24,-17.616,167.491,7,6.2,Vanuatu
1974-05-26,오전 1:32:11,-17.68,167.874,2.3,6,Vanuatu
1974-05-15,오후 6:59:57,49.998,156.159,58.3,6.5,Kuril Islands
1974-05-11,오전 12:43:45,1.865,126.387,29.9,6,Molucca Sea
1974-05-10,오후 7:25:16,28.181,103.994,9.9,6.8,"eastern Sichuan, China"
1974-05-10,오전 8:12:05,-4.36,-102.09,22.2,6,central East Pacific Rise
1974-05-08,오후 11:33:28,34.571,138.77,11.9,7,"near the south coast of Honshu, Japan"
1974-05-07,오전 2:25:10,-16.654,-177.344,15,6,Fiji region
1974-04-06,오전 3:56:01,55.12,-160.443,40,6,Alaska Peninsula
1974-03-23,오후 8:25:50,-21.892,173.882,14.6,6.1,Vanuatu region
1974-03-23,오후 2:28:34,-24.02,179.955,519.8,7,south of the Fiji Islands
1974-03-18,오전 10:56:14,-14.941,-172.783,33.3,6,Samoa Islands
1974-03-09,오후 8:14:30,-7.474,156.204,50.8,6.5,Solomon Islands
1974-03-06,오후 7:29:07,-6.394,129.027,1.6,6.3,Banda Sea
1974-03-03,오후 2:22:40,-20.076,169.815,28.9,6.1,Vanuatu
1974-03-03,오전 4:50:51,35.592,140.624,52.1,6,"near the east coast of Honshu, Japan"
1974-02-28,오후 8:20:13,9.347,-84.109,56.2,6.2,Costa Rica
1974-02-28,오후 1:59:16,-36.749,177.097,2.7,6.2,off the east coast of the North Island of New Zealand
1974-02-22,오전 12:36:55,33.168,136.953,388.9,6.6,"near the south coast of western Honshu, Japan"
1974-02-19,오전 3:30:23,14.024,122.129,18.7,6.1,"Luzon, Philippines"
1974-02-16,오전 1:53:46,11.446,92.357,33,6.1,"Andaman Islands, India region"
1974-02-16,오전 1:51:11,11.491,92.332,19.8,6,"Andaman Islands, India region"
1974-02-06,오전 4:04:13,53.664,-164.716,32.7,6.5,"Unimak Island region, Alaska"
1974-02-04,오후 8:10:44,-7.363,155.81,51.4,6,Solomon Islands
1974-02-01,오전 3:12:35,-7.212,155.735,34.6,7.4,Solomon Islands
1974-01-31,오후 11:30:07,-7.404,155.946,35.8,7.3,Solomon Islands
1974-01-30,오전 9:53:14,-5.148,134.113,38,6.3,"Kepulauan Aru region, Indonesia"
1974-01-26,오전 5:35:37,18.588,-103.326,18.3,6.1,"Michoacan, Mexico"
1974-01-11,오전 5:36:36,-14.178,166.619,48,6.2,Vanuatu
1974-01-10,오전 8:51:17,-14.526,166.959,53.6,7.1,Vanuatu
1974-01-08,오후 9:47:20,-38.929,46.27,18.1,6.1,Southwest Indian Ridge
1974-01-05,오전 8:33:51,-12.35,-76.306,91.7,6.1,near the coast of central Peru
1974-01-02,오전 10:42:33,-22.448,-68.324,120.7,7.1,"Antofagasta, Chile"
1973-12-30,오후 4:39:32,-15.388,166.606,9.5,6.6,Vanuatu
1973-12-30,오후 4:21:26,-15.348,-172.95,6,6.2,Samoa Islands region
1973-12-29,오전 8:20:16,54.601,168.648,22,6,"Komandorskiye Ostrova, Russia region"
1973-12-29,오전 12:19:33,-15.155,167.002,51.5,6.9,Vanuatu
1973-12-28,오후 1:41:47,-14.509,166.776,23.5,7.3,Vanuatu
1973-12-28,오전 5:31:06,-23.871,179.96,549,6.4,south of the Fiji Islands
1973-12-28,오전 5:31:05,-23.956,-179.937,531.9,6.8,south of the Fiji Islands
1973-12-19,오전 4:42:59,-9.454,119.297,28.4,6,"Sumba region, Indonesia"
1973-12-09,오후 8:57:57,-19.772,169.884,34,6.3,Vanuatu
1973-12-09,오후 7:55:47,-19.926,169.821,40.5,6.8,Vanuatu
1973-11-30,오전 8:09:57,-15.216,167.497,130.7,6.2,Vanuatu
1973-11-19,오후 1:01:57,38.954,141.942,55.3,6.5,"near the east coast of Honshu, Japan"
1973-11-08,오전 8:59:14,50.021,156.313,55.7,6.1,Kuril Islands
1973-11-06,오후 6:26:37,51.53,-175.27,46.5,6.3,"Andreanof Islands, Aleutian Islands, Alaska"
1973-11-06,오전 9:36:08,51.62,-175.417,50.9,6.2,"Andreanof Islands, Aleutian Islands, Alaska"
1973-10-25,오후 2:09:00,-21.984,-63.646,530,6.6,"Tarija, Bolivia"
1973-10-11,오전 2:07:50,0.801,-29.67,3.7,6.3,central Mid-Atlantic Ridge
1973-10-09,오전 7:57:39,-14.3,167.144,53.8,6.4,Vanuatu
1973-10-06,오후 3:07:37,-60.95,-21.628,15,7.5,east of the South Sandwich Islands
1973-10-05,오전 5:47:50,-33.068,-71.942,29.9,6.3,"offshore Valparaiso, Chile"
1973-10-05,오전 5:45:32,-32.967,-71.887,38.6,6.5,"offshore Valparaiso, Chile"
1973-09-29,오전 12:44:01,41.906,130.976,569.9,7.8,North Korea
1973-09-25,오후 4:17:27,-54.976,146.098,15,6.3,west of Macquarie Island
1973-09-21,오전 7:31:01,-4.414,-102.054,12,6,central East Pacific Rise
1973-09-21,오전 7:13:32,-4.432,-102.11,12.1,6,central East Pacific Rise
1973-09-20,오후 8:43:40,9.238,123.936,555,6.5,"Negros - Cebu region, Philippines"
1973-09-18,오후 1:32:49,-54.499,-132.416,3.5,6.4,Pacific-Antarctic Ridge
1973-09-10,오전 7:43:33,42.441,131.05,562,6.7,eastern Russia-northeastern China border region
1973-08-28,오후 3:01:57,-0.288,-17.996,13,6.8,north of Ascension Island
1973-08-28,오전 9:50:41,18.233,-96.607,80.5,7.3,"Oaxaca, Mexico"
1973-08-18,오전 8:25:48,11.5,121.4,38,6.1,"Panay, Philippines"
1973-08-16,오전 3:58:10,23.052,101.11,33,6.4,"Yunnan, China"
1973-08-11,오전 7:15:37,32.916,104.019,6.7,6.1,"Sichuan-Gansu border region, China"
1973-08-09,오전 10:44:26,43.446,146.433,55,6,Kuril Islands
1973-08-07,오후 2:22:48,-26.833,-70.865,22.1,6.3,"offshore Atacama, Chile"
1973-08-07,오전 6:38:58,-54.268,-136.659,5.3,6.1,Pacific-Antarctic Ridge
1973-08-07,오전 3:41:27,-26.884,-70.935,28.5,6.1,"offshore Atacama, Chile"
1973-08-01,오전 1:31:32,-14.341,167.363,200.6,6.1,Vanuatu
1973-07-31,오후 8:44:51,-8.715,161.012,13.8,6,Solomon Islands
1973-07-31,오전 10:51:10,-27.009,-71.257,4.3,6.3,"offshore Atacama, Chile"
1973-07-21,오전 4:19:18,-24.894,-179.123,419.3,6.3,south of the Fiji Islands
1973-07-14,오전 4:51:19,35.146,86.498,12.2,6.9,western Xizang
1973-07-05,오후 10:46:18,13.219,124.645,36.4,6,"Catanduanes, Philippines"
1973-07-03,오후 4:59:33,57.936,-138.025,8.8,6,off the coast of Southeastern Alaska
1973-07-03,오전 7:03:47,12.268,125.332,48.6,6.5,"Samar, Philippines"
1973-07-01,오후 1:33:32,57.799,-137.415,11.6,6.7,off the coast of Southeastern Alaska
1973-06-26,오후 10:31:59,43.113,146.6,28.8,6.8,Kuril Islands
1973-06-24,오전 2:43:25,43.358,146.424,30.5,7.3,Kuril Islands
1973-06-17,오후 8:37:57,42.717,145.983,37.3,6,"Hokkaido, Japan region"
1973-06-17,오전 3:55:03,43.223,145.741,43.6,7.8,"Hokkaido, Japan region"
1973-06-11,오전 8:42:02,53.674,161.498,11.3,6,"off the east coast of the Kamchatka Peninsula, Russia"
1973-06-09,오전 8:21:29,-10.29,161.421,77,6.2,Solomon Islands
1973-06-05,오전 3:12:28,-17.207,167.854,32.2,6.1,Vanuatu
1973-06-01,오전 7:22:54,-47.739,99.516,1.8,6.3,southeast Indian Ridge
1973-04-26,오후 8:26:30,19.951,-155.109,26.9,6.3,"Hawaii region, Hawaii"
1973-04-25,오후 9:34:39,-59.36,-26.153,68.3,6,South Sandwich Islands region
1973-04-24,오후 9:30:09,4.908,-78.114,33,6.5,south of Panama
1973-04-17,오후 12:34:25,-4.368,134.213,14.3,6.4,"near the south coast of Papua, Indonesia"
1973-04-14,오전 8:34:02,10.676,-84.858,31.2,6.5,Costa Rica
1973-04-12,오후 1:49:17,50.879,157.401,54.7,6.5,Kuril Islands
1973-04-08,오후 12:41:03,-15.798,167.304,31.2,6.4,Vanuatu
1973-04-07,오후 12:22:43,-58.431,-13.52,4.5,6.7,east of the South Sandwich Islands
1973-04-07,오전 3:00:56,6.987,91.282,7.1,6.6,"Nicobar Islands, India region"
1973-04-03,오후 1:54:02,4.605,-75.667,151.3,6.1,Colombia
