연도,국가코드,산림손실면적(ha),산불산림손실면적(ha)
2004,LKA,5599.4476842,114.06524972
2004,LSO,4.3775487635,0.13382168299
2004,LTU,13100.967028,59.40313002
2004,LUX,311.49134238,2.6431955352
2004,LVA,30638.989111,130.54323117
2004,MAF,1.6110697183,0.073236988207
2004,MAR,1440.5777209,576.81805175
2004,MDA,263.9840871,21.111302928
2004,MDG,81845.32606,1813.7712128
2004,MDV,2.3720104734,0
2004,MEX,169830.49455,15887.626005
2004,MKD,2200.7415845,64.387763116
2004,MLI,153.31263434,0.22453647054
2004,MLT,2.504050279,0.062563377166
2004,MMR,102186.12144,1309.1582822
2004,MNE,915.32861374,96.729378412
2004,MNG,53302.873765,48109.544349
2004,MOZ,107730.25705,569.08148314
2004,MRT,0.073707406764,0
2004,MSR,7.6700828187,0.073755814168
2004,MTQ,166.99436811,1.9370625547
2004,MUS,328.82777611,0
2004,MWI,5724.2936938,10.116577594
2004,MYS,352003.95424,5871.1187621
2004,MYT,5.1048138087,0
2004,NAM,62.050688268,0.21996677184
2004,NCL,1510.2029932,575.73572294
2004,NER,0.075177348281,0
2004,NGA,14644.024337,52.040601597
2004,NIC,21061.80627,459.03371347
2004,NLD,1297.2644493,112.91794166
2004,NOR,33741.922128,1142.5927786
2004,NPL,2479.5891515,283.67811119
2004,NZL,60681.056749,1447.9720959
2004,OMN,0,0
2004,PAK,1087.5003578,617.65049774
2004,PAN,16851.606698,390.80339812
2004,PER,101309.45296,5442.4642393
2004,PHL,48579.059442,674.97143149
2004,PLW,29.82970905,1.5258612607
2004,PNG,58329.890434,2426.1387097
2004,POL,41873.838401,236.89984457
2004,PRI,1323.6843315,10.905464557
2004,PRK,11356.537801,3747.9916686
2004,PRT,55315.259105,16059.092719
2004,PRY,247336.61801,17031.615498
2004,PSE,1.180418107,0.065822012684
2004,ROU,18858.899451,805.43179389
2004,RUS,3521018.2074,2410024.6311
2004,RWA,1121.687132,0
2004,SDN,13.20682805,0
2004,SEN,128.04695928,0.44633073238
2004,SGP,34.993930237,0.076910290027
2004,SLB,3543.1042385,43.777806812
2004,SLE,4019.8394907,9.9070128343
2004,SLV,4554.6369087,117.23742722
2004,SMR,0.61328708105,0
2004,SOM,215.01119136,12.955962366
2004,SRB,2637.7487465,82.50326174
2004,SSD,10442.582966,78.127920726
2004,SUR,5423.3117861,548.13301687
2004,SVK,4624.5036328,63.189264036
2004,SVN,1266.679269,34.171714909
2004,SWE,271564.102,2787.1506384
2004,SWZ,5364.0590288,71.337378076
2004,SXM,1.0985717891,0
2004,SYR,107.02234533,15.2362191
2004,TCA,10.444548223,0.50072520898
2004,TCD,456.72861272,0.37500554313
2004,TGO,2753.4154831,1.9806329501
2004,THA,91799.730142,764.5289494
2004,TJK,20.127205358,4.2072558382
2004,TKM,28.849719601,4.5715294327
2004,TLS,2061.834701,124.8680216
2004,TTO,734.05042363,11.124029621
2004,TUN,318.81402763,17.528607384
2004,TUR,28977.87404,2215.8717106
2004,TWN,1858.3438274,80.322377255
2004,TZA,66892.206965,193.56698498
2004,UGA,18076.836676,5.6868767133
2004,UKR,49492.999865,1494.8183342
2004,URY,15125.014825,518.25341618
2004,USA,2746244.2068,831457.17775
2004,UZB,48.656391473,5.4362519019
2004,VCT,21.283276545,0
2004,VEN,90926.437002,5412.915788
2004,VGB,2.6309563865,0.073094464589
2004,VIR,33.27492403,0.80676869545
2004,VNM,73881.784078,1162.4550666
2004,VUT,377.56046245,10.722585387
2004,XAD,3.1787064701,0
2004,XKO,572.55136029,17.841995736
2004,Z01,889.57455199,239.53128645
2004,Z06,80.555859043,28.730785347
2004,Z07,6828.824215,123.72841465
2004,ZAF,72601.943852,2374.4549519
2004,ZMB,28472.394795,124.90158446
2004,ZNC,30.904847609,1.510796356
2004,ZWE,8417.5073515,96.467298506
2005,AFG,236.02155796,193.81144246
2005,AGO,93437.367388,401.34012539
2005,AIA,3.6586629228,0
2005,ALA,698.8929097,4.0512299588
2005,ALB,693.39044948,96.399216182
2005,AND,2.2248362127,0.17121473493
2005,ARG,367246.41656,16631.799583
2005,ARM,104.01457764,21.759031178
2005,ATG,61.165599816,4.7833564955
2005,AUS,177024.18427,83970.917397
2005,AUT,21667.758587,87.754297026
2005,AZE,246.26525876,36.337883032
2005,BDI,985.37967189,0.30719924795
2005,BEL,3027.9346693,40.269917593
2005,BEN,1582.2578563,2.2900296766
2005,BES,1.1066111546,0.29544644585
2005,BFA,16.378867502,0
2005,BGD,3292.9615437,34.6227313
2005,BGR,6566.7105612,203.94492358
2005,BHS,1450.0905736,667.26077216
2005,BIH,573.6156294,33.089012671
2005,BLM,0.073298844626,0
2005,BLR,36192.581892,583.78067259
2005,BLZ,8115.3297329,1050.386466
2005,BMU,0.32633910135,0
2005,BOL,250866.23737,32504.762476
2005,BRA,3486212.8162,209092.8074
2005,BRB,9.5182677983,0
2005,BRN,1278.3185994,112.73388607
2005,BTN,770.00223061,99.732123002
2005,BWA,49.095843965,1.3723229231
2005,CAF,29316.73079,114.51892655
2005,CAN,2920790.1297,1731211.9387
2005,CHE,2320.1718389,18.707879858
2005,CHL,106916.12723,6540.1565654
2005,CHN,383608.16821,41387.438844
2005,CIV,65334.596373,122.68090604
2005,CMR,25159.082459,39.90753467
2005,COD,485235.80378,2610.7365777
2005,COG,18853.300796,562.16790926
2005,COL,188691.41832,9148.0484337
2005,COM,86.55857499,1.9601704316
2005,CPV,10.958608195,0.44588590258
2005,CRI,16534.853332,492.88792188
2005,CUB,12833.603242,2570.028348
2005,CUW,0.67728920203,0
2005,CYM,9.1604978889,1.1631798067
2005,CYP,34.650572557,8.2345910055
2005,CZE,25557.847694,31.667910339
2005,DEU,39739.017989,162.44951452
2005,DMA,52.323152615,0.81686075046
2005,DNK,9048.8040028,61.024964397
2005,DOM,25088.105056,8706.3316202
2005,DZA,4468.7629285,2400.3931943
2005,ECU,40401.95856,2565.3284466
2005,EGY,52.585053393,13.145083716
2005,ERI,0,0
2005,ESP,48955.111959,18494.789256
2005,EST,14818.131527,145.03333093
2005,ETH,15868.633406,29.909068773
2005,FIN,230333.47608,2287.8174882
2005,FJI,1665.6373188,72.33240163
2005,FRA,46390.591051,1977.7202003
2005,GAB,17699.018083,173.10061452
2005,GBR,8872.9690754,476.06550413
2005,GEO,548.99949644,78.41949095
2005,GHA,41339.405589,60.026688929
2005,GIN,14580.935632,38.034974613
2005,GLP,223.08018624,2.5894574617
2005,GMB,5.5447393164,0.37449899899
2005,GNB,3928.1862482,1.6580304042
2005,GNQ,1608.4747137,6.3004448654
2005,GRC,4181.8721092,979.24722645
2005,GRD,47.487667364,1.2037580633
2005,GTM,100813.78994,13665.447333
2005,GUF,2840.6533118,177.9969444
2005,GUY,5832.0774986,519.83973185
2005,HND,40471.515109,2288.6759127
2005,HRV,2747.1704509,99.483217139
2005,HTI,2033.3869467,138.1439133
2005,HUN,10403.464946,243.39202069
2005,IDN,1182435.7216,122109.8725
2005,IMN,21.386981345,3.2637619966
2005,IND,56418.576234,1661.2257504
2005,IRL,8093.028845,140.04451862
2005,IRN,173.02195341,27.455251452
2005,IRQ,4.5564052894,0.062245497543
2005,ISR,137.2860979,25.659122529
2005,ITA,10892.544768,1099.8329691
2005,JAM,7597.8567563,937.56182499
2005,JOR,0.065404100151,0
2005,JPN,36385.43363,747.82986136
2005,KAZ,3166.5428012,748.15498817
2005,KEN,12745.355935,127.36809366
2005,KGZ,82.05093488,33.784502667
2005,KHM,64684.404753,1186.947385
2005,KNA,18.903253679,0.80922406042
2005,KOR,8923.9389475,1250.4473134
2005,LAO,68319.582318,354.1898768
2005,LBN,300.13519424,44.213797472
2005,LBR,11323.806713,76.312978407
2005,LBY,21.825753514,10.587591327
2005,LCA,53.960060447,0.9714835406
2005,LIE,5.5322498579,0.052778115169
2005,LKA,4682.4589749,72.515216584
2005,LSO,2.0134370651,0
2005,LTU,20384.588953,55.800772157
2005,LUX,67.949173436,0.050220833099
2005,LVA,40712.385632,188.38459781
2005,MAF,4.906544016,0
2005,MAR,1526.3800086,649.95881314
2005,MDA,109.72349442,10.844869272
2005,MDG,93628.149959,3863.0817277
2005,MDV,3.597419443,0
2005,MEX,206862.13931,23399.173661
2005,MKD,1306.966576,53.362320509
2005,MLI,83.218005021,0.22528853408
2005,MLT,0.37524490158,0.12520481879
2005,MMR,91847.197848,1281.531613
2005,MNE,172.4002888,5.231967925
2005,MNG,7466.4765094,5402.0520688
2005,MOZ,150570.87481,1274.9556965
2005,MRT,0.073900904661,0
2005,MSR,24.342388225,0.66375155831
2005,MTQ,204.773849,2.2353993539
2005,MUS,174.21122237,0
2005,MWI,9457.6494164,17.095087802
2005,MYS,375758.39194,7354.6299217
2005,MYT,34.307751287,0.52565224055
2005,NAM,64.544670848,0.36630030415
2005,NCL,1471.6869133,650.33481882
2005,NGA,13279.8991,26.201856049
2005,NIC,95135.770665,1395.9993611
2005,NLD,1472.0380617,59.613943478
2005,NOR,24918.837519,615.29899887
2005,NPL,2758.3194939,462.57702167
2005,NZL,52519.423491,1773.1904415
2005,PAK,910.78262612,608.5423419
2005,PAN,12395.561996,253.03011938
2005,PER,162995.55265,13757.495423
2005,PHL,49781.1334,654.78442329
2005,PLW,43.409845241,2.7468291185
2005,PNG,39021.139551,2844.8826343
2005,POL,82377.938004,309.84528579
2005,PRI,1288.0073145,19.983787748
2005,PRK,16524.984012,6549.598849
2005,PRT,38934.48376,14694.647254
2005,PRY,262612.24355,14433.173541
2005,PSE,0.45677334553,0
2005,REU,225.3239566,0
2005,ROU,19418.426647,406.62437235
2005,RUS,1589993.9346,625951.42252
2005,RWA,821.92294115,0.30755303367
2005,SDN,100.18787364,0.75562198917
2005,SEN,71.582030723,3.4511252281
2005,SGP,82.294764755,0.23073145959
2005,SLB,6549.4259106,101.992755
2005,SLE,6872.4048385,17.814493896
2005,SLV,5880.2471544,135.61933518
2005,SMR,0.16724759599,0
2005,SOM,271.91123887,0.076914392333
2005,SRB,1550.5737278,31.776673391
2005,SSD,10566.197733,87.767232052
2005,SUR,3512.2210049,412.987577
2005,SVK,27673.85374,324.30950246
2005,SVN,1942.0116949,51.279253814
2005,SWE,248560.07102,2013.2107204
2005,SWZ,4535.2336505,62.302017187
2005,SXM,3.588811762,0.073242882008
2005,SYC,0.15184408936,0
2005,SYR,791.80762994,334.9304694
2005,TCA,22.250304432,1.0012669578
2005,TCD,472.37270293,0.37667534023
2005,TGO,2050.6867764,3.8878968581
2005,THA,84259.437468,515.41577703
2005,TJK,28.539265388,5.3380803476
2005,TKM,30.532779797,8.3513267909
2005,TLS,1311.3081182,102.70101446
2005,TTO,1228.8639557,41.417160813
2005,TUN,633.03491732,89.520702816
2005,TUR,20410.602625,1484.6697416
2005,TWN,1522.3150203,44.247362767
2005,TZA,91583.719754,310.92617169
2005,UGA,29172.153991,8.6091024178
2005,UKR,36558.262601,783.12310188
2005,UMI,84.497692128,0.51165876611
2005,URY,15946.062775,827.59073174
2005,USA,2691531.4818,843863.33218
2005,UZB,21.185750157,2.1569882792
2005,VCT,16.635063631,0
2005,VEN,94954.388528,5086.2427342
2005,VGB,3.7274220786,0
2005,VIR,20.304609634,0.14648543503
2005,VNM,102213.0851,1483.6411453
2005,VUT,254.48326712,47.30427841
2005,XAD,0.38087874955,0
2005,XKO,313.5434475,8.1617577061
2005,Z01,168.3143841,24.678681671
2005,Z06,37.335426576,10.810304952
2005,Z07,5917.8492486,106.82599783
2005,ZAF,104652.48351,2818.5477337
2005,ZMB,57545.288471,649.52065335
2005,ZNC,7.3084880288,0.62901287757
2005,ZWE,11747.603995,37.091643954
2006,ABW,0.22548696056,0
2006,AFG,152.08453592,135.4576086
2006,AGO,76936.012277,214.79615153
2006,AIA,1.3171565984,0
2006,ALA,100.14456159,2.2185534705
2006,ALB,962.296923,86.680045011
2006,AND,6.6245482712,0
2006,ARG,316414.02272,15619.128423
2006,ARM,129.74906665,28.732088531
2006,ATG,61.152115997,3.5257939438
2006,AUS,186304.31362,86711.421209
2006,AUT,12573.879919,51.703290403
2006,AZE,525.20146269,119.90515744
2006,BDI,343.4907783,0
2006,BEL,6916.0351338,46.794521713
2006,BEN,1794.4227403,1.5280650258
2006,BES,6.9005022887,1.541533562
2006,BFA,4.605961279,0
2006,BGD,6862.8236811,79.794321449
2006,BGR,5171.1238408,147.40074044
2006,BHS,1015.7739444,223.21729669
2006,BIH,535.9688348,14.562821461
2006,BLR,42269.355755,1562.0731868
2006,BLZ,4281.2268525,335.17107148
2006,BMU,0.065301981768,0
2006,BOL,216345.80961,19072.656682
2006,BRA,2876675.0816,195582.0366
2006,BRB,4.1223345985,0
2006,BRN,1013.4376518,52.989272708
2006,BTN,622.87288308,119.70414766
2006,BWA,40.107844036,0.50223080339
2006,CAF,57883.220928,220.30121724
2006,CAN,2406190.157,1278884.7082
2006,CHE,2048.797901,10.571813299
2006,CHL,91927.750623,3781.5383443
2006,CHN,575281.5783,118617.43259
2006,CIV,97775.135654,123.80021444
2006,CMR,35986.117504,107.94949737
2006,COD,453200.62049,2568.4844859
2006,COG,22154.09151,252.842187
2006,COL,189897.90756,9501.6916135
2006,COM,12.96365993,0.075408562383
2006,CPV,12.048494267,2.6785878703
2006,CRI,10058.436868,265.00600523
2006,CUB,12305.087822,2555.0129569
2006,CUW,3.4606813635,0.225768406
2006,CYM,17.959420128,3.0536662932
2006,CYP,58.60322574,10.765437848
2006,CZE,8616.8567002,14.698353322
2006,DEU,42651.796634,126.47338081
2006,DMA,25.382701624,0.074218045369
2006,DNK,5213.8765502,29.28067338
2006,DOM,13413.91557,659.10066686
2006,DZA,5413.2221622,3201.5059767
2006,ECU,35646.212327,2281.582216
2006,EGY,38.125910387,9.99252772
2006,ESP,72718.77486,23094.26037
2006,EST,21731.759376,622.84643427
2006,ETH,12075.938863,21.662731309
2006,FIN,182294.91156,4685.2664733
2006,FJI,1874.4188059,45.288239592
2006,FRA,55049.529617,1222.9187806
2006,GAB,19300.684685,185.28468839
2006,GBR,21053.539863,1644.4490542
2006,GEO,531.35305257,86.208863767
2006,GGY,0.30250462864,0
2006,GHA,27143.378596,32.141266504
2006,GIN,15305.724126,7.2064779887
2006,GLP,62.26845623,0.8869620016
2006,GMB,6.2944153733,0.2247115475
2006,GNB,2018.2736305,0.60301286222
2006,GNQ,1255.538647,2.5367741188
2006,GRC,7346.1469693,3349.5785294
2006,GRD,31.532020394,0.90312559122
2006,GTM,52520.633541,4823.625375
2006,GUF,2534.9706897,183.73920967
2006,GUY,5933.6936854,435.56692225
2006,HND,41630.563089,2324.5129515
2006,HRV,2204.1447129,93.235631232
2006,HTI,1162.8397856,49.033163945
2006,HUN,7990.4802577,82.352700095
2006,IDN,1433147.3941,99978.893956
2006,IMN,52.488950066,8.9052299707
2006,IND,61011.712338,1577.5744959
2006,IRL,5248.0007983,101.4512258
2006,IRN,140.78885076,26.577112389
2006,IRQ,6.2400435979,0.63809678553
2006,ISR,132.22768038,86.187180981
2006,ITA,8901.385764,460.04144494
2006,JAM,2797.6836677,67.451994615
2006,JEY,0.40537581166,0.30400528406
2006,JOR,0.78357914156,0.78357914156
2006,JPN,38974.6485,527.70355836
2006,KAZ,3142.0376338,1139.1315318
2006,KEN,20656.131085,140.4851828
2006,KGZ,110.52548799,63.950641652
2006,KHM,80560.297796,2631.0279426
2006,KNA,20.454445301,0.29426543583
2006,KOR,10149.265026,376.49548551
2006,LAO,122639.8607,407.98923349
2006,LBN,148.81790495,25.438240455
2006,LBR,36221.166574,43.721083444
2006,LBY,16.302465512,3.3778780692
2006,LCA,98.116952339,1.3447851056
2006,LIE,10.597822658,0
2006,LKA,7730.5497341,84.182226881
2006,LSO,2.4256202656,0
2006,LTU,17449.683565,171.9209424
2006,LUX,366.03880502,1.1972107055
2006,LVA,38893.546593,291.89743273
2006,MAF,2.6363196109,0
2006,MAR,2221.7769196,886.02250466
2006,MDA,173.201521,4.4532005706
2006,MDG,71033.964366,4729.0261738
2006,MDV,3.9063780813,0
2006,MEX,179069.86235,38747.366458
2006,MKD,2042.1325968,36.219310495
2006,MLI,103.70893659,0
2006,MLT,0.62588531299,0
2006,MMR,127463.91298,3202.7024305
2006,MNE,175.54617395,16.321205569
2006,MNG,13249.116108,9625.1388614
2006,MOZ,172242.1886,1257.5602106
2006,MSR,12.612604582,0.51628162435
2006,MTQ,91.178232782,1.2664070938
2006,MUS,142.48742233,0
2006,MWI,5550.8915995,49.632505468
2006,MYS,334526.36762,4366.1369813
2006,MYT,41.586752737,0.075062908496
2006,NAM,17.481634899,0.94385117867
2006,NCL,2134.5325607,1147.1401464
2006,NGA,26167.55795,82.073666092
2006,NIC,38865.333385,779.53718941
2006,NLD,1482.444764,88.172762699
2006,NOR,40648.582807,2830.7297274
2006,NPL,3255.0100289,581.22138459
2006,NZL,61671.661691,1486.4465997
2006,PAK,1261.4627087,820.71228547
2006,PAN,34343.170764,852.87701288
2006,PER,88903.372257,7852.9330274
2006,PHL,57428.230534,665.52236114
2006,PLW,34.867139689,1.6788178562
2006,PNG,56388.021312,1619.2552982
2006,POL,37680.387082,241.98109494
2006,PRI,1242.9983864,9.9559370391
2006,PRK,12578.180796,2283.080751
2006,PRT,42566.66279,12380.471445
2006,PRY,148254.84894,6323.8925276
2006,PSE,0.72341552841,0.32909849205
2006,REU,628.96842887,0
2006,ROU,13066.517946,93.244926092
2006,RUS,2233421.0402,1347824.7458
2006,RWA,745.53289975,0.30750297379
2006,SDN,4.1506645138,0
2006,SEN,41.248255846,0.22537343335
2006,SGP,56.068065042,0.076912168738
2006,SLB,5068.2665084,79.728316507
2006,SLE,28525.928396,9.5919563381
2006,SLV,4604.3895449,150.55228944
2006,SOM,118.51669685,4.6268527602
2006,SRB,1891.4403643,28.081417742
2006,SSD,8963.2213442,40.280574101
2006,SUR,3404.3502155,259.51646154
2006,SVK,8022.6598243,29.022804804
2006,SVN,1248.0954353,25.005007743
2006,SWE,249126.03591,3836.959807
2006,SWZ,9431.1935925,60.011211165
2006,SXM,2.2707164457,0
2006,SYC,0.1518182166,0
2006,SYR,280.75155734,156.24989999
2006,TCA,4.5779458661,0.35770524653
2006,TCD,2981.8970091,1.1432372771
2006,TGO,1686.0466856,1.1448319187
2006,THA,99799.779349,751.6149857
2006,TJK,19.433076637,7.3991813987
2006,TKM,13.629152826,1.106451602
2006,TLS,2928.9400494,228.85606196
2006,TTO,1755.8252359,39.6887881
2006,TUN,353.79744897,78.96480836
2006,TUR,25884.765421,4474.8553922
2006,TWN,2076.7225023,40.998659842
2006,TZA,85294.780544,428.09462212
2006,UGA,28448.35168,5.9187333909
2006,UKR,42130.056621,1951.7006792
2006,UMI,0.073094775264,0
2006,URY,21039.555045,463.87711406
2006,USA,2605853.0754,812375.92418
2006,UZB,53.079675285,10.61251053
2006,VCT,10.494106763,0
2006,VEN,85504.326727,3975.4499261
2006,VGB,2.7771190889,0.21920320544
2006,VIR,73.805937403,0.95083570742
2006,VNM,78782.156383,1248.9640624
2006,VUT,219.12138677,12.576962572
2006,XAD,4.195514663,0
2006,XKO,519.98704448,26.280759699
2006,Z01,519.4777025,128.39448299
2006,Z06,83.857400927,32.222948657
2006,Z07,5879.2453908,163.94107743
2006,ZAF,104943.8192,8298.6083778
2006,ZMB,40469.499618,528.29906588
2006,ZNC,31.787742489,2.0174910304
2006,ZWE,14875.469381,168.40248417
2007,AFG,252.84166204,216.47953551
2007,AGO,145288.22409,375.10382396
2007,AIA,8.6355488702,0.2195591931
2007,ALA,247.90735156,6.9642126405
2007,ALB,5222.1976403,3423.4367001
2007,AND,2.1690592922,0.057119216491
2007,ARG,425335.86728,20934.375901
2007,ARM,54.536415663,9.8933485817
2007,ATG,37.15782874,3.0139756629
2007,AUS,372723.42792,232268.51436
2007,AUT,31682.394409,195.07350467
2007,AZE,507.55722527,59.942107937
2007,BDI,1861.7637129,0.15367561558
2007,BEL,5984.9932086,41.853395562
2007,BEN,4644.8587069,6.3405019928
2007,BES,0.66091671439,0
2007,BFA,2.8680846059,0
2007,BGD,3995.3817061,74.340042079
2007,BGR,9557.1100243,1886.4728972
2007,BHS,604.8076716,86.428495036
2007,BIH,2681.5224585,1223.5089885
2007,BLR,32656.703206,535.31372608
2007,BLZ,12309.869077,2280.9582963
2007,BOL,189943.2609,18034.787453
2007,BRA,2621699.451,221959.93696
2007,BRB,31.628237101,0.14994284128
2007,BRN,1564.832815,83.892595599
2007,BTN,508.35788952,67.494697943
2007,BWA,33.559638591,1.6300402379
2007,CAF,37308.15626,427.7169467
2007,CAN,2117899.4182,1048606.1489
2007,CHE,1852.2480152,22.173600795
2007,CHL,121642.3847,7654.8158621
2007,CHN,653049.83154,54490.48634
2007,CIV,90875.757147,259.56251157
2007,CMR,45916.511845,55.165596342
2007,COD,462776.03639,4049.0850062
2007,COG,29764.687759,495.48526761
2007,COL,269028.66518,14889.860745
2007,COM,77.728393247,0.67805536862
2007,CPV,1.1835423629,0.29477088046
2007,CRI,11464.46281,428.43150032
2007,CUB,7873.7607984,1449.2325762
2007,CUW,4.2128901801,0.15050885535
2007,CYM,17.864127307,0.72641323408
2007,CYP,778.23927838,522.42151491
2007,CZE,21324.551974,41.367775244
2007,DEU,93220.690592,995.90847154
2007,DMA,40.300001409,0.89062927858
2007,DNK,4381.4073036,29.704993831
2007,DOM,16059.498973,1020.5400485
2007,DZA,5199.6364827,3388.7416225
2007,ECU,60591.121532,2447.4083088
2007,EGY,78.270139888,23.060547694
2007,ESP,60256.377765,7030.0366566
2007,EST,16188.672524,226.62646892
2007,ETH,25608.573113,28.119342439
2007,FIN,151914.87791,1648.7026943
2007,FJI,2148.3932184,77.570069663
2007,FRA,49246.222931,1193.6501994
2007,GAB,16501.475748,75.211469697
2007,GBR,31214.713323,2360.5565954
2007,GEO,992.44600008,266.73990262
2007,GHA,40183.879221,37.182131641
2007,GIN,33821.271351,77.420776767
2007,GLP,158.3031189,1.1089928207
2007,GMB,49.605467976,0
2007,GNB,6044.0276213,5.4276029687
2007,GNQ,3141.6041454,8.0747347989
2007,GRC,46064.152983,37273.159611
2007,GRD,67.812893373,0.30116950457
2007,GTM,126476.15507,11043.728618
2007,GUF,3328.1088344,223.73984491
2007,GUY,5249.6318916,338.59790336
2007,HND,42412.83073,2372.3026374
2007,HRV,3237.0577814,368.93402626
2007,HTI,2077.138604,77.155478211
2007,HUN,9360.7493289,146.28852615
2007,IDN,1387620.7671,216277.87643
2007,IMN,60.776769245,16.81998043
2007,IND,67730.81496,2211.684689
2007,IRL,11688.2605,1139.4009879
2007,IRN,131.05927632,17.190033202
2007,IRQ,10.328544857,1.3045781548
2007,ISR,47.960470124,3.2024940238
2007,ITA,11588.997407,1875.2251412
2007,JAM,1269.9152593,18.951788842
2007,JOR,0.39192569675,0.32649349994
2007,JPN,45585.658028,850.90317563
2007,KAZ,4605.4376394,1658.3130016
2007,KEN,26103.037038,109.73825244
2007,KGZ,107.37165249,61.03278555
2007,KHM,77701.679951,1275.4377248
2007,KNA,12.286894849,0.14717311424
2007,KOR,8096.7682231,1282.1275129
2007,LAO,132976.31182,423.15342786
2007,LBN,272.96596108,102.34790044
2007,LBR,44282.15872,182.08285475
2007,LBY,4.2909152981,1.3652113973
2007,LCA,48.575696002,2.6905639407
2007,LIE,8.4339320166,0
2007,LKA,10241.896109,139.79857009
2007,LSO,3.0186905767,0
2007,LTU,16036.704996,112.62149421
2007,LUX,502.23257466,0.24943959112
2007,LVA,36128.75247,267.38729538
2007,MAF,2.7095450125,0
2007,MAR,2513.0704954,718.30605871
2007,MDA,236.26282217,17.179704403
2007,MDG,188580.01678,6977.8733191
2007,MDV,6.1934676002,0
2007,MEX,218643.14167,17117.40154
2007,MKD,3862.8064653,1773.1415
2007,MLI,125.08522386,0.5217175381
2007,MLT,0.81383764453,0
2007,MMR,146598.3898,2740.3551262
2007,MNE,1051.5385504,451.95856859
2007,MNG,48081.603562,46149.82992
2007,MOZ,138504.9042,1047.4796305
2007,MSR,10.473866029,3.1716348198
2007,MTQ,155.67514304,1.4899807297
2007,MUS,131.71048106,0
2007,MWI,7493.2483727,26.516103196
2007,MYS,405691.79303,6595.0250806
2007,MYT,20.044836023,0.075098983715
2007,NAM,81.176658972,0.21537762191
2007,NCL,975.11347331,293.03877361
2007,NER,0.075170935599,0
2007,NGA,24572.682868,81.258623535
2007,NIC,88477.776136,1651.7241721
2007,NLD,1646.0449633,23.860966135
2007,NOR,31841.200332,795.7813254
2007,NPL,3465.5022691,436.19257008
2007,NZL,62643.220217,1983.2011786
2007,PAK,1083.7513603,727.76766541
2007,PAN,20657.621068,1001.4292253
2007,PER,115718.08095,5816.1675215
2007,PHL,66497.039777,847.3798829
2007,PLW,90.713661423,6.4846273487
2007,PNG,49160.776446,1858.0133128
2007,POL,57310.55057,246.5069663
2007,PRI,1037.4510564,16.032009814
2007,PRK,13288.329847,3389.4552468
2007,PRT,36321.995906,3344.8255341
2007,PRY,426191.28655,24287.63765
2007,PSE,1.1798821714,0
2007,ROU,38081.765454,1158.0911497
2007,RUS,2338922.8316,1324477.0624
2007,RWA,1429.9767294,0.23069119034
2007,SDN,184.92078493,0.90199039374
2007,SEN,172.32132611,0.52582347317
2007,SGP,74.449068431,0.76911934852
2007,SLB,5665.3898176,67.327683472
2007,SLE,21878.477528,89.97634336
2007,SLV,2984.3082774,123.66391773
2007,SMR,0.89221854387,0.055733552292
2007,SOM,270.58776249,9.910477631
2007,SPM,0.21181738056,0
2007,SRB,2254.056465,459.66131974
2007,SSD,9523.4563747,47.232259614
2007,SUR,3625.8279775,225.60178857
2007,SVK,9485.6171155,62.112446796
2007,SVN,2099.7996184,141.25315874
2007,SWE,182858.11048,1941.5058573
2007,SWZ,6469.3710875,56.607506091
2007,SXM,5.4203952781,0.14650180466
2007,SYR,1577.3621437,1159.4772153
2007,TCA,73.540475596,7.5816445007
2007,TCD,1001.0773712,0.98310523824
2007,TGO,3179.5781151,1.0667821345
2007,THA,92616.932477,1010.8922817
2007,TJK,14.0399934,3.1002019576
2007,TKM,37.80768805,5.8501887867
2007,TLS,1556.129633,108.06842141
2007,TTO,1108.5866123,32.453315977
2007,TUN,878.48033119,286.08242811
2007,TUR,25344.020943,4472.4637185
2007,TWN,1729.6701437,43.056199082
2007,TZA,121682.54983,429.55791779
2007,UGA,36627.108723,19.06132981
2007,UKR,64266.591846,1682.0160901
2007,URY,21548.92798,517.22323877
2007,USA,2435114.8552,581025.57378
2007,UZB,43.113891294,5.4389847373
2007,VCT,23.156943663,0.59976748743
2007,VEN,114340.29576,10235.342098
2007,VGB,6.138666342,0.43850598781
2007,VIR,25.063517928,0.21938775668
2007,VNM,80229.671669,1274.8884313
2007,VUT,111.97315672,5.4362062942
2007,XAD,6.7354150586,0
2007,XKO,810.67803562,380.40560946
2007,Z01,219.68537419,45.988052453
2007,Z06,39.71174395,13.361629229
2007,Z07,5955.8892272,138.92015985
2007,ZAF,47105.157036,2915.6978619
2007,ZMB,53768.39443,29.937479513
2007,ZNC,25.355531693,2.5209810976
2007,ZWE,9295.6990037,73.47229628
2008,AFG,107.52274131,85.336593711
2008,AGO,103556.85839,1002.1306124
2008,AIA,10.317488554,0.073160976008
2008,ALA,1291.9479553,28.163365087
2008,ALB,5470.259323,3225.1053054
2008,AND,5.2478634872,0.057043466797
2008,ARG,592718.75661,29759.241312
2008,ARM,113.03153314,5.9724417766
2008,ATG,45.695643783,1.1028696703
2008,AUS,205723.69227,105539.55726
2008,AUT,26909.617546,405.87618135
2008,AZE,472.31692415,39.02922977
2008,BDI,1999.4453327,0.15354697467
2008,BEL,7213.5447185,63.940628612
2008,BEN,481.55173986,0.45869360452
2008,BES,0.59092155711,0.15045208171
2008,BFA,4.7574990219,0
2008,BGD,4480.1608156,74.173044341
